MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924796,0.1120000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,82.9690000,-0.0398186,0.0169840,-0.1122880
MsgID.LOCAL_VELOCITY,82.9690000,0.0000000,0.0000000,-0.0000000
MsgID.STATE,0.0000000,False,False,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974482,37.7924798,0.1200000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,83.2260000,-0.0201903,0.1513657,-0.1205542
MsgID.LOCAL_VELOCITY,83.2260000,0.0000000,0.0000000,-0.0000000
MsgID.LOCAL_POSITION,83.4760000,-0.0066130,0.0461242,-0.1304735
MsgID.LOCAL_VELOCITY,83.4760000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974494,37.7924799,0.1300000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,83.7260000,0.0320648,0.0135881,-0.1338656
MsgID.LOCAL_VELOCITY,83.7260000,0.0000000,0.0000000,-0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974498,37.7924802,0.1330000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974500,37.7924813,0.1320000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,83.9760000,0.1449044,-0.0075554,-0.1324640
MsgID.LOCAL_VELOCITY,83.9760000,-0.0000027,-0.0000218,0.0000139
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974500,37.7924800,0.0000000
MsgID.LOCAL_POSITION,84.2260000,0.0150385,-0.1338505,-0.1261974
MsgID.LOCAL_VELOCITY,84.2260000,0.0000116,-0.0000096,0.0000209
MsgID.GLOBAL_POSITION,0.0000000,-122.3974515,37.7924801,0.1260000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974502,37.7924797,0.1130000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,84.4760000,-0.0327368,-0.0187171,-0.1136091
MsgID.LOCAL_VELOCITY,84.4760000,-0.0000038,0.0000029,0.0000202
MsgID.GLOBAL_POSITION,0.0000000,-122.3974492,37.7924802,0.0980000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,84.7260000,-0.0264918,0.3609366,-0.0988921
MsgID.LOCAL_VELOCITY,84.7260000,0.0000040,-0.0000205,0.0000211
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924815,0.0790000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,84.9770000,0.1180339,0.2949351,-0.0790076
MsgID.LOCAL_VELOCITY,84.9770000,0.0000120,-0.0000304,0.0000160
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3974533,37.7924804,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3974499,37.7924807,0.0580000
MsgID.LOCAL_VELOCITY,0.0000000,0.0000000,0.0000000,0.0000000
MsgID.LOCAL_POSITION,85.2270000,0.0337345,0.2977094,-0.0581886
MsgID.LOCAL_VELOCITY,85.2270000,0.0000157,-0.0000194,0.0000191
